
##################################################################################
Running test workoad A try 1

##################################################################################
Running test workoad B try 1

##################################################################################
Running test workoad C try 1

##################################################################################
Running test workoad D try 1

##################################################################################
Running test workoad E try 1

##################################################################################
Running test workoad F try 1

##################################################################################
Running test workoad A try 2

##################################################################################
Running test workoad B try 2

##################################################################################
Running test workoad C try 2

##################################################################################
Running test workoad D try 2

##################################################################################
Running test workoad E try 2

##################################################################################
Running test workoad F try 2

##################################################################################
Running test workoad A try 3

##################################################################################
Running test workoad B try 3

##################################################################################
Running test workoad C try 3

##################################################################################
Running test workoad D try 3

##################################################################################
Running test workoad E try 3

##################################################################################
Running test workoad F try 3

##################################################################################
Running test workoad A try 1
[OVERALL], RunTime(ms), 707
[OVERALL], Throughput(ops/sec), 1414.4271570014143
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 502
[READ], AverageLatency(us), 458.699203187251
[READ], MinLatency(us), 189
[READ], MaxLatency(us), 27199
[READ], 95thPercentileLatency(us), 617
[READ], 99thPercentileLatency(us), 3587
[READ], Return=OK, 502
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1227.0
[CLEANUP], MinLatency(us), 1227
[CLEANUP], MaxLatency(us), 1227
[CLEANUP], 95thPercentileLatency(us), 1227
[CLEANUP], 99thPercentileLatency(us), 1227
[UPDATE], Operations, 498
[UPDATE], AverageLatency(us), 546.652610441767
[UPDATE], MinLatency(us), 231
[UPDATE], MaxLatency(us), 54815
[UPDATE], 95thPercentileLatency(us), 726
[UPDATE], 99thPercentileLatency(us), 1321
[UPDATE], Return=OK, 498

##################################################################################
Running test workoad B try 1
[OVERALL], RunTime(ms), 731
[OVERALL], Throughput(ops/sec), 1367.9890560875513
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 952
[READ], AverageLatency(us), 487.3140756302521
[READ], MinLatency(us), 186
[READ], MaxLatency(us), 51007
[READ], 95thPercentileLatency(us), 677
[READ], 99thPercentileLatency(us), 3719
[READ], Return=OK, 952
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1323.0
[CLEANUP], MinLatency(us), 1323
[CLEANUP], MaxLatency(us), 1323
[CLEANUP], 95thPercentileLatency(us), 1323
[CLEANUP], 99thPercentileLatency(us), 1323
[UPDATE], Operations, 48
[UPDATE], AverageLatency(us), 630.6458333333334
[UPDATE], MinLatency(us), 306
[UPDATE], MaxLatency(us), 3447
[UPDATE], 95thPercentileLatency(us), 1066
[UPDATE], 99thPercentileLatency(us), 3447
[UPDATE], Return=OK, 48

##################################################################################
Running test workoad C try 1
[OVERALL], RunTime(ms), 817
[OVERALL], Throughput(ops/sec), 1223.9902080783354
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 1000
[READ], AverageLatency(us), 534.482
[READ], MinLatency(us), 146
[READ], MaxLatency(us), 44191
[READ], 95thPercentileLatency(us), 1118
[READ], 99thPercentileLatency(us), 4675
[READ], Return=OK, 1000
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 943.0
[CLEANUP], MinLatency(us), 943
[CLEANUP], MaxLatency(us), 943
[CLEANUP], 95thPercentileLatency(us), 943
[CLEANUP], 99thPercentileLatency(us), 943

##################################################################################
Running test workoad D try 1
[OVERALL], RunTime(ms), 863
[OVERALL], Throughput(ops/sec), 1158.7485515643104
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 949
[READ], AverageLatency(us), 509.86512118018965
[READ], MinLatency(us), 153
[READ], MaxLatency(us), 31951
[READ], 95thPercentileLatency(us), 1022
[READ], 99thPercentileLatency(us), 6471
[READ], Return=OK, 949
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1473.0
[CLEANUP], MinLatency(us), 1473
[CLEANUP], MaxLatency(us), 1473
[CLEANUP], 95thPercentileLatency(us), 1473
[CLEANUP], 99thPercentileLatency(us), 1473
[INSERT], Operations, 51
[INSERT], AverageLatency(us), 2519.078431372549
[INSERT], MinLatency(us), 645
[INSERT], MaxLatency(us), 20431
[INSERT], 95thPercentileLatency(us), 5667
[INSERT], 99thPercentileLatency(us), 14999
[INSERT], Return=OK, 51

##################################################################################
Running test workoad E try 1
[OVERALL], RunTime(ms), 9284
[OVERALL], Throughput(ops/sec), 107.7121930202499
[TOTAL_GCS_G1_Young_Generation], Count, 4
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 57
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.6139595002154244
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 4
[TOTAL_GC_TIME], Time(ms), 57
[TOTAL_GC_TIME_%], Time(%), 0.6139595002154244
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1036.0
[CLEANUP], MinLatency(us), 1036
[CLEANUP], MaxLatency(us), 1036
[CLEANUP], 95thPercentileLatency(us), 1036
[CLEANUP], 99thPercentileLatency(us), 1036
[INSERT], Operations, 52
[INSERT], AverageLatency(us), 1169.7692307692307
[INSERT], MinLatency(us), 439
[INSERT], MaxLatency(us), 18527
[INSERT], 95thPercentileLatency(us), 1616
[INSERT], 99thPercentileLatency(us), 1656
[INSERT], Return=OK, 52
[SCAN], Operations, 948
[SCAN], AverageLatency(us), 9494.962025316456
[SCAN], MinLatency(us), 246
[SCAN], MaxLatency(us), 112767
[SCAN], 95thPercentileLatency(us), 20575
[SCAN], 99thPercentileLatency(us), 31839
[SCAN], Return=OK, 948

##################################################################################
Running test workoad F try 1
[OVERALL], RunTime(ms), 1242
[OVERALL], Throughput(ops/sec), 805.1529790660226
[TOTAL_GCS_G1_Young_Generation], Count, 1
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 39
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 3.140096618357488
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 1
[TOTAL_GC_TIME], Time(ms), 39
[TOTAL_GC_TIME_%], Time(%), 3.140096618357488
[READ], Operations, 1000
[READ], AverageLatency(us), 558.807
[READ], MinLatency(us), 146
[READ], MaxLatency(us), 54431
[READ], 95thPercentileLatency(us), 796
[READ], 99thPercentileLatency(us), 3759
[READ], Return=OK, 1000
[READ-MODIFY-WRITE], Operations, 509
[READ-MODIFY-WRITE], AverageLatency(us), 1521.935166994106
[READ-MODIFY-WRITE], MinLatency(us), 364
[READ-MODIFY-WRITE], MaxLatency(us), 109183
[READ-MODIFY-WRITE], 95thPercentileLatency(us), 2881
[READ-MODIFY-WRITE], 99thPercentileLatency(us), 7659
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1930.0
[CLEANUP], MinLatency(us), 1930
[CLEANUP], MaxLatency(us), 1930
[CLEANUP], 95thPercentileLatency(us), 1930
[CLEANUP], 99thPercentileLatency(us), 1930
[UPDATE], Operations, 509
[UPDATE], AverageLatency(us), 760.8074656188605
[UPDATE], MinLatency(us), 207
[UPDATE], MaxLatency(us), 23663
[UPDATE], 95thPercentileLatency(us), 1182
[UPDATE], 99thPercentileLatency(us), 6055
[UPDATE], Return=OK, 509

##################################################################################
Running test workoad A try 2
[OVERALL], RunTime(ms), 878
[OVERALL], Throughput(ops/sec), 1138.9521640091116
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 498
[READ], AverageLatency(us), 536.5401606425703
[READ], MinLatency(us), 153
[READ], MaxLatency(us), 28511
[READ], 95thPercentileLatency(us), 1227
[READ], 99thPercentileLatency(us), 3463
[READ], Return=OK, 498
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1036.0
[CLEANUP], MinLatency(us), 1036
[CLEANUP], MaxLatency(us), 1036
[CLEANUP], 95thPercentileLatency(us), 1036
[CLEANUP], 99thPercentileLatency(us), 1036
[UPDATE], Operations, 502
[UPDATE], AverageLatency(us), 612.8824701195219
[UPDATE], MinLatency(us), 183
[UPDATE], MaxLatency(us), 12055
[UPDATE], 95thPercentileLatency(us), 1092
[UPDATE], 99thPercentileLatency(us), 3543
[UPDATE], Return=OK, 502

##################################################################################
Running test workoad B try 2
[OVERALL], RunTime(ms), 835
[OVERALL], Throughput(ops/sec), 1197.6047904191616
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 936
[READ], AverageLatency(us), 527.2660256410256
[READ], MinLatency(us), 151
[READ], MaxLatency(us), 29983
[READ], 95thPercentileLatency(us), 841
[READ], 99thPercentileLatency(us), 3295
[READ], Return=OK, 936
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1517.0
[CLEANUP], MinLatency(us), 1517
[CLEANUP], MaxLatency(us), 1517
[CLEANUP], 95thPercentileLatency(us), 1517
[CLEANUP], 99thPercentileLatency(us), 1517
[UPDATE], Operations, 64
[UPDATE], AverageLatency(us), 787.09375
[UPDATE], MinLatency(us), 228
[UPDATE], MaxLatency(us), 4447
[UPDATE], 95thPercentileLatency(us), 1257
[UPDATE], 99thPercentileLatency(us), 2879
[UPDATE], Return=OK, 64

##################################################################################
Running test workoad C try 2
[OVERALL], RunTime(ms), 813
[OVERALL], Throughput(ops/sec), 1230.0123001230013
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 1000
[READ], AverageLatency(us), 469.937
[READ], MinLatency(us), 152
[READ], MaxLatency(us), 19871
[READ], 95thPercentileLatency(us), 753
[READ], 99thPercentileLatency(us), 3469
[READ], Return=OK, 1000
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 963.0
[CLEANUP], MinLatency(us), 963
[CLEANUP], MaxLatency(us), 963
[CLEANUP], 95thPercentileLatency(us), 963
[CLEANUP], 99thPercentileLatency(us), 963

##################################################################################
Running test workoad D try 2
[OVERALL], RunTime(ms), 900
[OVERALL], Throughput(ops/sec), 1111.111111111111
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 952
[READ], AverageLatency(us), 547.3581932773109
[READ], MinLatency(us), 151
[READ], MaxLatency(us), 19535
[READ], 95thPercentileLatency(us), 1090
[READ], 99thPercentileLatency(us), 3841
[READ], Return=OK, 952
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1055.0
[CLEANUP], MinLatency(us), 1055
[CLEANUP], MaxLatency(us), 1055
[CLEANUP], 95thPercentileLatency(us), 1055
[CLEANUP], 99thPercentileLatency(us), 1055
[INSERT], Operations, 48
[INSERT], AverageLatency(us), 1731.4791666666667
[INSERT], MinLatency(us), 520
[INSERT], MaxLatency(us), 11063
[INSERT], 95thPercentileLatency(us), 3521
[INSERT], 99thPercentileLatency(us), 11063
[INSERT], Return=OK, 48

##################################################################################
Running test workoad E try 2
[OVERALL], RunTime(ms), 11302
[OVERALL], Throughput(ops/sec), 88.47991505928154
[TOTAL_GCS_G1_Young_Generation], Count, 3
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 28
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.2477437621659883
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 3
[TOTAL_GC_TIME], Time(ms), 28
[TOTAL_GC_TIME_%], Time(%), 0.2477437621659883
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 922.0
[CLEANUP], MinLatency(us), 922
[CLEANUP], MaxLatency(us), 922
[CLEANUP], 95thPercentileLatency(us), 922
[CLEANUP], 99thPercentileLatency(us), 922
[INSERT], Operations, 60
[INSERT], AverageLatency(us), 1191.6666666666667
[INSERT], MinLatency(us), 390
[INSERT], MaxLatency(us), 7167
[INSERT], 95thPercentileLatency(us), 2036
[INSERT], 99thPercentileLatency(us), 7011
[INSERT], Return=OK, 60
[SCAN], Operations, 940
[SCAN], AverageLatency(us), 11602.160638297872
[SCAN], MinLatency(us), 253
[SCAN], MaxLatency(us), 172287
[SCAN], 95thPercentileLatency(us), 30015
[SCAN], 99thPercentileLatency(us), 46943
[SCAN], Return=OK, 940

##################################################################################
Running test workoad F try 2
[OVERALL], RunTime(ms), 1160
[OVERALL], Throughput(ops/sec), 862.0689655172414
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 1000
[READ], AverageLatency(us), 471.867
[READ], MinLatency(us), 154
[READ], MaxLatency(us), 30543
[READ], 95thPercentileLatency(us), 912
[READ], 99thPercentileLatency(us), 2151
[READ], Return=OK, 1000
[READ-MODIFY-WRITE], Operations, 493
[READ-MODIFY-WRITE], AverageLatency(us), 1391.6348884381339
[READ-MODIFY-WRITE], MinLatency(us), 387
[READ-MODIFY-WRITE], MaxLatency(us), 105151
[READ-MODIFY-WRITE], 95thPercentileLatency(us), 2605
[READ-MODIFY-WRITE], 99thPercentileLatency(us), 5231
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 905.0
[CLEANUP], MinLatency(us), 905
[CLEANUP], MaxLatency(us), 905
[CLEANUP], 95thPercentileLatency(us), 905
[CLEANUP], 99thPercentileLatency(us), 905
[UPDATE], Operations, 493
[UPDATE], AverageLatency(us), 682.2941176470588
[UPDATE], MinLatency(us), 200
[UPDATE], MaxLatency(us), 13351
[UPDATE], 95thPercentileLatency(us), 1275
[UPDATE], 99thPercentileLatency(us), 4187
[UPDATE], Return=OK, 493

##################################################################################
Running test workoad A try 3
[OVERALL], RunTime(ms), 999
[OVERALL], Throughput(ops/sec), 1001.001001001001
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 506
[READ], AverageLatency(us), 632.0237154150198
[READ], MinLatency(us), 155
[READ], MaxLatency(us), 62271
[READ], 95thPercentileLatency(us), 901
[READ], 99thPercentileLatency(us), 5455
[READ], Return=OK, 506
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 2077.0
[CLEANUP], MinLatency(us), 2076
[CLEANUP], MaxLatency(us), 2077
[CLEANUP], 95thPercentileLatency(us), 2077
[CLEANUP], 99thPercentileLatency(us), 2077
[UPDATE], Operations, 494
[UPDATE], AverageLatency(us), 631.8744939271255
[UPDATE], MinLatency(us), 192
[UPDATE], MaxLatency(us), 15207
[UPDATE], 95thPercentileLatency(us), 1196
[UPDATE], 99thPercentileLatency(us), 3631
[UPDATE], Return=OK, 494

##################################################################################
Running test workoad B try 3
[OVERALL], RunTime(ms), 840
[OVERALL], Throughput(ops/sec), 1190.4761904761904
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 944
[READ], AverageLatency(us), 540.3506355932203
[READ], MinLatency(us), 159
[READ], MaxLatency(us), 92415
[READ], 95thPercentileLatency(us), 802
[READ], 99thPercentileLatency(us), 2483
[READ], Return=OK, 944
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1517.0
[CLEANUP], MinLatency(us), 1517
[CLEANUP], MaxLatency(us), 1517
[CLEANUP], 95thPercentileLatency(us), 1517
[CLEANUP], 99thPercentileLatency(us), 1517
[UPDATE], Operations, 56
[UPDATE], AverageLatency(us), 829.6607142857143
[UPDATE], MinLatency(us), 287
[UPDATE], MaxLatency(us), 5555
[UPDATE], 95thPercentileLatency(us), 1256
[UPDATE], 99thPercentileLatency(us), 1533
[UPDATE], Return=OK, 56

##################################################################################
Running test workoad C try 3
[OVERALL], RunTime(ms), 458
[OVERALL], Throughput(ops/sec), 2183.406113537118
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 1000
[READ], AverageLatency(us), 320.835
[READ], MinLatency(us), 181
[READ], MaxLatency(us), 23695
[READ], 95thPercentileLatency(us), 442
[READ], 99thPercentileLatency(us), 842
[READ], Return=OK, 1000
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1170.0
[CLEANUP], MinLatency(us), 1170
[CLEANUP], MaxLatency(us), 1170
[CLEANUP], 95thPercentileLatency(us), 1170
[CLEANUP], 99thPercentileLatency(us), 1170

##################################################################################
Running test workoad D try 3
[OVERALL], RunTime(ms), 736
[OVERALL], Throughput(ops/sec), 1358.695652173913
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 946
[READ], AverageLatency(us), 521.9143763213531
